transaction_id,customer_id,product_id,transaction_date,quantity,unit_price,discount
1270,220,349,2025-02-25,8.0,10.53,0.0
1271,616,324,2025-11-04,6.0,280.82,0.0
1272,614,504,2024-01-29,2.0,95.25,0.0
1273,492,180,2025-12-06,2.0,478.4,0.0
1274,7,969,2024-08-23,6.0,39.43,0.0
1275,904,893,2024-07-29,10.0,32.47,0.0
1276,845,834,2024-11-30,1.0,351.92,0.0
1277,230,142,2024-12-05,10.0,46.79,21.72
1278,679,781,2024-03-20,8.0,493.55,0.0
1279,609,298,2024-02-05,9.0,302.98,0.0
1280,723,877,2024-08-21,6.0,284.26,0.0
1281,400,21,2025-08-10,2.0,362.8,0.0
1282,655,763,2024-11-13,8.0,279.99,0.0
1283,839,564,2024-04-14,3.0,452.33,34.99
1284,889,550,2025-09-12,8.0,160.23,0.0
7,323,86,2024-07-14,9.0,-20.0,0.0
1286,296,333,2024-04-20,10.0,215.09,0.0
1287,503,1119,2024-03-28,2.0,90.61,0.0
1288,247,244,2025-11-29,5.0,303.62,0.0
1289,1035,490,2025-12-16,7.0,332.69,26.94
1290,787,472,2025-04-03,8.0,170.85,0.0
1291,472,608,2024-12-23,2.0,140.68,0.0
1292,412,398,2025-04-15,3.0,293.42,0.0
1293,175,147,2024-03-21,4.0,492.29,0.0
1294,1077,153,2024-12-05,3.0,77.39,0.0
1295,942,115,2024-12-25,3.0,176.23,0.0
1296,709,986,2024-05-30,8.0,203.13,0.0
1297,314,1071,2025-11-03,-3.0,475.9,0.0
1298,589,1042,2026-01-15,9.0,-20.0,0.0
1299,64,975,2024-12-04,9.0,121.48,0.0
1300,235,371,2025-11-05,8.0,468.81,0.0
1301,919,763,2024-11-19,10.0,37.8,0.0
1302,827,1046,2024-03-06,,52.69,0.0
1303,840,1035,2024-01-31,5.0,291.74,0.0
1304,663,438,2026-01-11,0.0,256.5,0.0
1305,204,229,2024-08-03,5.0,119.06,0.0
195,373,965,2025-01-25,9.0,223.26,0.0
1307,601,1025,2025-05-06,2.0,292.68,0.0
1308,1157,320,2026-01-08,5.0,318.62,0.0
1309,223,673,2024-12-20,10.0,241.2,0.0
1310,267,609,2025-03-21,4.0,405.63,3.7
1311,736,1076,2025-05-20,-3.0,322.61,0.0
1312,798,514,2025-10-19,1.0,150.35,0.0
1313,318,927,2025-03-17,2.0,360.94,0.0
1314,739,234,2025-01-13,,153.52,0.0
1315,17,182,2025-12-09,7.0,138.41,0.0
1316,1134,680,2024-04-08,2.0,435.17,0.0
1317,670,582,2024-08-04,,116.33,0.0
1318,656,641,2024-03-15,10.0,339.15,0.0
1319,978,741,2024-02-24,2.0,,0.0
1320,762,714,2025-04-19,7.0,355.03,0.0
1321,699,412,2025-03-05,6.0,-20.0,0.0
1322,588,330,2025-10-01,0.0,216.51,0.0
1323,255,500,2026-01-05,8.0,27.23,0.0
1324,1021,403,2024-11-21,1.0,239.4,0.0
1325,996,72,2024-12-20,7.0,281.32,0.0
1326,161,469,2026-01-23,10.0,125.91,0.0
1327,304,129,2025-11-15,10.0,85.36,0.0
1328,543,964,2024-08-21,8.0,373.68,0.0
1329,212,237,2025-11-02,4.0,469.07,42.49
1330,341,146,2025-11-26,3.0,186.71,0.0
1331,448,492,2025-06-11,8.0,127.9,0.0
1332,433,66,2024-06-12,-3.0,441.83,0.0
1333,211,741,2025-08-22,5.0,96.7,43.49
1334,797,117,2024-06-11,6.0,207.55,21.67
1335,647,276,2024-06-20,8.0,,0.0
1336,146,754,2024-08-18,10.0,25.38,0.0
1337,855,1151,2025-06-30,6.0,205.57,40.65
1338,691,469,2025-07-11,8.0,255.72,0.0
1339,70,1107,2024-02-25,10.0,-20.0,0.0
1340,216,326,2024-07-08,8.0,152.91,0.0
1341,577,980,2024-12-09,5.0,353.61,0.0
1342,782,1122,2024-07-24,3.0,399.81,49.41
1343,154,1012,2025-10-22,4.0,387.8,6.54
1344,1087,1160,2024-05-20,7.0,267.35,0.0
1345,240,101,2023-99-99,1.0,408.06,0.0
1346,115,177,2024-08-31,6.0,294.96,0.0
1347,278,888,2023-99-99,10.0,236.34,0.0
1348,139,1000,2024-09-26,2.0,332.49,0.0
1349,397,322,2025-08-28,0.0,-20.0,0.0
1350,1083,346,2024-07-28,0.0,413.93,33.64
1351,406,771,2024-12-13,8.0,400.45,0.0
1352,1150,225,2025-11-21,0.0,7.11,0.0
1353,1013,374,2024-10-08,9.0,423.12,1.73
1354,238,25,2024-08-09,7.0,112.87,0.0
1355,880,1162,2025-12-12,8.0,331.91,49.74
1356,990,765,2024-08-11,9.0,63.06,0.0
1357,867,825,2025-02-20,4.0,408.15,0.0
1358,604,377,2025-11-25,10.0,191.48,0.0
1359,542,960,2024-10-15,8.0,99.21,0.0
1360,1005,1074,2024-11-28,2.0,439.68,0.0
45,1057,369,2024-10-31,9.0,98.86,0.0
1362,398,462,2024-04-12,6.0,116.99,0.0
1363,941,152,2024-02-13,4.0,230.64,0.0
1364,1123,730,2025-01-02,1.0,-20.0,2.46
1365,1159,944,2025-08-14,4.0,487.63,0.0
1366,1014,927,2024-05-06,4.0,134.03,0.0
1367,438,818,2025-10-02,3.0,27.65,0.71
1368,479,19,2024-12-31,8.0,6.61,43.03
1369,451,837,2024-04-25,2.0,466.4,0.0
1370,791,564,2025-12-21,2.0,273.34,0.0
1371,419,160,2024-06-04,5.0,87.79,0.0
1372,397,562,2024-06-22,,223.06,0.0
1373,2,30,2025-05-14,1.0,276.22,0.0
1374,973,336,2024-11-22,6.0,98.72,0.0
1375,948,1026,2025-12-26,10.0,465.79,15.6
1376,673,263,2025-06-22,2.0,386.8,16.38
1377,693,699,2025-02-25,2.0,372.71,0.0
1378,753,247,2024-03-12,9.0,317.6,0.0
1379,456,478,2024-03-12,4.0,20.86,0.0
1380,307,1101,2024-06-17,8.0,461.43,0.0
1381,1063,788,2025-07-05,10.0,126.91,0.0
1382,431,872,2024-10-06,8.0,278.54,0.0
1383,4,992,2025-10-25,7.0,344.21,0.0
1384,297,1097,2024-06-20,1.0,313.82,0.0
1385,625,441,2025-08-12,6.0,329.53,32.33
1386,962,1103,2024-11-15,9.0,30.0,0.0
1387,95,1076,2025-12-30,8.0,75.13,0.0
1388,443,521,2025-01-06,10.0,8.99,0.0
1389,1098,695,2024-06-18,1.0,258.19,0.0
1390,962,172,2025-12-02,,210.11,0.0
1391,1151,541,2024-05-05,3.0,239.07,0.0
1392,714,815,2024-04-07,4.0,459.17,0.0
1393,187,732,2025-04-02,4.0,162.99,0.0
1394,1184,782,2025-03-08,3.0,265.91,37.8
1395,1183,1142,2024-05-27,7.0,406.89,0.0
1396,782,587,2025-01-18,6.0,51.92,0.0
1397,784,356,2025-08-26,4.0,176.51,0.0
1398,388,1026,2024-11-04,,247.91,0.0
1399,602,346,2025-12-20,4.0,-20.0,0.0
1400,413,492,2025-02-14,,-20.0,11.94
1401,880,756,2024-08-09,8.0,117.59,0.0
1402,149,590,2025-03-24,6.0,-20.0,21.5
1403,678,814,2023-99-99,8.0,278.88,0.0
1404,47,1046,2024-08-11,10.0,494.44,0.0
1405,222,143,2024-10-09,9.0,220.2,0.0
1406,693,168,2025-03-06,-3.0,-20.0,0.0
1407,1118,1031,2024-09-08,0.0,150.76,0.0
1408,1133,74,2025-04-10,3.0,53.83,0.0
1409,686,358,2024-12-28,10.0,258.58,0.0
1410,905,437,2024-05-26,1.0,283.12,27.47
1411,532,22,2025-08-07,3.0,106.87,0.0
1412,426,997,2023-99-99,5.0,0.0,0.0
1413,1092,118,2024-05-20,2.0,0.0,0.0
1414,1126,529,2025-07-11,10.0,384.75,0.0
1415,958,242,2025-07-08,2.0,0.0,0.0
1416,236,962,2025-07-30,1.0,389.73,0.0
1417,979,80,2024-04-07,8.0,180.84,0.0
1418,472,717,2025-11-08,9.0,173.18,28.58
1419,320,827,2024-12-12,6.0,101.31,0.0
1420,897,776,2024-05-26,1.0,,0.0
1421,922,886,2025-10-26,4.0,100.96,0.0
1422,1134,603,2025-11-11,2.0,372.45,0.0
1423,922,182,2025-02-17,1.0,350.15,0.0
1424,498,883,2024-12-27,3.0,208.39,34.52
1425,863,977,2025-04-18,10.0,43.49,0.0
1426,365,411,2025-02-15,3.0,138.31,0.0
1427,1021,1051,2025-05-21,1.0,53.64,0.0
1428,362,1185,2025-03-29,8.0,237.45,0.0
1429,393,400,2024-10-24,7.0,425.69,0.0
1430,1025,817,2024-02-05,4.0,364.67,0.0
1431,943,249,2025-01-28,3.0,31.1,0.0
1432,833,734,2025-06-28,4.0,393.75,13.94
171,812,644,2025-11-11,7.0,485.81,0.0
1434,831,91,2024-10-24,,351.7,0.0
1435,809,29,2024-05-24,0.0,378.56,0.0
1436,926,1036,2026-01-14,,343.06,28.73
1437,1079,10,2026-01-07,8.0,76.55,0.0
1438,461,597,2025-09-18,6.0,263.15,0.0
1439,268,874,2025-01-19,4.0,111.26,0.0
1440,520,1016,2024-12-14,6.0,314.31,13.52
1441,1170,443,2024-02-12,10.0,-20.0,15.49
1442,734,499,2025-05-21,10.0,339.08,21.32
1443,212,196,2025-04-26,3.0,62.32,0.0
1444,54,626,2025-09-08,6.0,244.43,0.0
1445,851,931,2024-06-15,10.0,285.36,0.0
1446,1193,702,2024-02-13,4.0,479.54,0.0
1447,1048,394,2025-12-22,1.0,28.31,0.0
1448,287,106,2024-09-02,,138.15,0.0
1449,471,1181,2025-01-01,8.0,379.7,0.0
1450,541,521,2024-09-28,6.0,105.46,15.02
1451,936,946,2025-07-12,6.0,457.93,2.96
1452,1182,970,2024-11-22,3.0,57.91,0.0
1453,1127,487,2024-10-20,2.0,487.02,0.0
1454,312,955,2024-12-03,10.0,54.07,9.56
1455,367,830,2024-10-31,8.0,472.42,2.01
1456,667,927,2025-01-29,4.0,420.26,0.0
1457,994,468,2023-99-99,8.0,372.42,0.0
1458,771,261,2025-07-11,2.0,192.58,0.0
1459,473,1120,2024-07-03,5.0,329.91,0.0
1460,319,292,2024-06-16,1.0,28.01,0.0
1461,399,770,2025-04-11,1.0,300.57,0.0
1462,526,760,2024-02-05,4.0,197.89,41.25
1463,492,286,2024-09-07,-3.0,446.56,0.0
1464,391,564,2024-01-27,0.0,345.89,0.0
1465,356,397,2025-09-26,8.0,300.06,0.0
1466,445,9,2025-02-12,2.0,278.71,0.0
1467,542,758,2025-11-22,9.0,146.88,0.0
1468,131,612,2024-08-17,4.0,410.04,0.0
1469,1009,1065,2025-08-15,5.0,80.45,29.4
1470,918,761,2026-01-03,3.0,432.9,0.0
1471,545,81,2025-07-04,10.0,161.48,19.45
1472,272,15,2024-10-30,4.0,286.42,0.0
1473,627,15,2023-99-99,4.0,0.0,0.0
1474,978,146,2024-04-25,4.0,10.49,26.95
1475,700,13,2024-01-30,,14.77,0.0
1476,970,31,2025-01-26,2.0,47.26,0.0
1477,904,278,2023-99-99,6.0,288.3,0.0
1478,922,941,2024-12-23,4.0,249.9,21.65
1479,160,600,2024-05-27,4.0,386.14,37.58
1480,849,1018,2024-06-11,7.0,259.02,0.0
1481,729,627,2024-01-31,1.0,220.67,0.0
1482,1019,886,2023-99-99,6.0,242.99,0.0
1483,860,683,2024-12-04,10.0,341.16,0.0
1484,999,801,2024-02-24,4.0,0.0,0.0
1485,5,556,2024-02-28,4.0,155.17,0.0
1486,219,824,2025-10-13,7.0,66.48,0.0
1487,205,860,2024-06-06,6.0,0.0,4.05
1488,832,568,2024-11-14,4.0,-20.0,0.0
1489,298,115,2025-12-26,1.0,375.96,35.0
1490,669,418,2025-04-28,9.0,43.95,37.69
1491,409,1071,2025-02-18,5.0,466.57,0.0
1492,684,1031,2025-12-24,5.0,,0.0
1493,164,417,2024-08-08,2.0,479.0,13.99
1494,817,144,2025-03-14,4.0,398.89,16.12
1495,627,525,2024-04-03,5.0,0.0,0.0
1496,247,227,2024-06-22,10.0,199.17,0.0
1497,945,351,2025-07-11,0.0,270.47,34.74
1498,937,136,2025-12-02,7.0,349.43,0.0
1499,365,341,2025-09-27,1.0,0.0,0.0
1500,592,1007,2024-12-05,2.0,142.63,0.0
1501,273,1051,2025-10-11,5.0,466.09,0.0
1502,1177,194,2025-12-15,10.0,341.57,0.0
1503,1179,10,2025-12-21,,103.44,0.0
1504,85,1118,2024-08-25,4.0,-20.0,0.0
1505,804,724,2025-01-27,6.0,247.07,0.0
1506,329,1001,2024-03-21,3.0,423.32,0.0
1507,1091,146,2025-02-03,3.0,5.91,0.0
1508,679,969,2025-01-08,2.0,401.82,17.73
195,676,28,2024-05-19,5.0,457.24,49.15
1510,550,1088,2024-11-21,5.0,460.3,0.0
1511,1109,783,2025-12-23,6.0,160.46,0.0
1512,1069,863,2025-03-31,8.0,257.14,0.0
1513,1037,314,2024-09-15,10.0,265.05,0.0
1514,369,783,2025-06-02,6.0,0.0,18.47
1515,1178,790,2025-07-15,-3.0,0.0,0.0
1516,1118,290,2025-09-18,4.0,128.86,17.04
1517,926,502,2024-03-16,9.0,323.01,0.0
1518,1172,153,2024-03-06,1.0,468.0,0.0
1519,249,172,2025-04-08,,193.93,0.0
1520,152,87,2025-10-11,6.0,498.89,0.0
1521,707,289,2024-03-28,9.0,208.89,0.0
1522,690,507,2025-10-14,3.0,380.15,11.22
1523,1021,1078,2025-02-19,6.0,490.98,37.02
1524,35,1018,2024-08-20,8.0,125.29,0.0
1525,2,189,2024-03-09,9.0,325.08,0.0
1526,805,205,2024-05-28,5.0,238.93,0.0
1527,429,709,2024-12-02,1.0,203.88,0.0
1528,358,784,2024-02-03,7.0,249.54,0.0
1529,405,477,2025-03-25,8.0,58.78,0.0
1530,992,560,2024-02-24,5.0,484.83,6.07
1531,726,724,2024-06-07,6.0,-20.0,0.0
1532,769,354,2025-11-17,3.0,353.05,0.0
1533,904,957,2024-12-30,1.0,457.87,10.06
1534,1184,271,2025-07-27,1.0,332.4,2.56
65,558,789,2025-04-10,7.0,253.61,0.0
1536,151,150,2025-07-20,4.0,493.95,16.01
1537,769,837,2025-07-26,6.0,183.85,0.0
82,452,27,2024-07-15,2.0,405.33,0.0
1539,737,879,2025-07-12,3.0,466.13,0.0
1540,1035,1000,2025-04-19,4.0,338.95,0.0
1541,685,1073,2025-05-13,2.0,121.91,0.0
1542,337,86,2023-99-99,6.0,230.91,0.0
1543,349,547,2024-12-06,5.0,235.1,0.0
1544,673,416,2024-03-03,-3.0,343.61,37.98
1545,472,854,2025-02-13,8.0,461.22,0.0
1546,84,282,2023-99-99,4.0,405.07,0.0
1547,821,122,2025-09-11,3.0,278.66,0.0
1548,123,251,2024-03-29,2.0,18.29,0.0
1549,822,195,2024-09-23,10.0,68.55,0.0
1550,806,264,2024-06-15,10.0,251.76,0.0
1551,744,284,2024-10-08,3.0,-20.0,38.15
1552,526,589,2025-02-06,8.0,266.52,0.0
1553,23,570,2025-03-25,10.0,90.23,0.0
1554,24,94,2025-11-17,8.0,254.41,0.0
1555,665,186,2025-08-08,6.0,456.92,12.57
1556,1106,287,2025-11-10,8.0,251.65,0.0
1557,3,677,2024-04-16,3.0,116.21,0.0
1558,930,1042,2024-06-19,1.0,406.8,0.0
1559,405,867,2025-07-04,7.0,30.76,0.0
1560,219,430,2025-11-27,1.0,254.79,0.0
1561,35,1104,2024-07-13,3.0,120.1,31.0
1562,525,409,2024-07-03,-3.0,370.75,0.0
1563,107,621,2024-11-22,9.0,452.1,0.0
1564,501,195,2024-06-25,5.0,12.63,0.0
1565,235,832,2025-02-24,10.0,23.84,0.0
1566,566,734,2024-06-05,9.0,151.38,0.0
1567,567,189,2025-10-02,3.0,369.44,0.0
1568,1049,308,2025-03-04,0.0,209.37,0.0
1569,339,207,2025-05-26,7.0,388.89,0.22
1570,1108,53,2023-99-99,3.0,247.25,0.0
1571,875,523,2025-05-29,8.0,361.96,0.0
1572,970,488,2025-08-05,5.0,64.07,0.0
1573,187,557,2024-01-28,,479.19,0.0
1574,727,213,2024-06-21,10.0,,0.0
1575,365,259,2025-11-09,7.0,-20.0,0.0
1576,910,657,2025-07-25,7.0,0.0,13.66
1577,634,715,2024-09-13,4.0,315.99,0.0
1578,596,816,2024-05-10,5.0,59.67,0.0
1579,104,772,2023-99-99,4.0,21.03,0.0
1580,680,297,2025-11-01,6.0,-20.0,10.35
1581,972,1128,2025-09-29,6.0,91.24,0.0
1582,42,780,2024-06-06,6.0,224.16,1.99
1583,466,593,2024-09-29,2.0,482.71,0.0
1584,1144,336,2024-03-06,10.0,197.05,33.47
1585,840,312,2025-11-10,,397.99,0.0
1586,1176,952,2025-08-17,10.0,385.48,26.31
1587,591,1048,2024-06-08,1.0,53.88,0.0
1588,172,4,2025-04-24,3.0,29.44,0.0
1589,46,72,2025-04-13,3.0,120.08,0.0
1590,565,967,2024-09-11,8.0,462.0,38.55
1591,673,1111,2025-08-12,3.0,335.83,0.0
1592,535,997,2025-05-14,8.0,-20.0,34.77
1593,987,120,2024-12-23,7.0,248.17,0.0
1594,180,573,2024-11-24,0.0,338.88,0.0
1595,1131,61,2025-09-23,5.0,331.39,0.0
1596,11,74,2024-07-28,2.0,57.74,0.0
1597,767,844,2025-08-28,3.0,163.99,0.0
1598,63,967,2025-09-30,3.0,221.19,0.0
1599,1127,995,2025-07-15,5.0,360.46,0.0
1600,225,1036,2025-09-09,6.0,381.53,0.0
1601,1151,701,2025-06-01,1.0,262.01,0.0
1602,132,959,2024-10-08,10.0,368.22,0.0
1603,257,703,2024-02-12,2.0,343.18,45.31
1604,392,687,2025-04-15,4.0,162.37,0.0
1605,756,479,2025-11-09,3.0,226.05,0.0
1606,857,234,2026-01-07,4.0,204.88,0.0
1607,40,623,2024-06-03,2.0,184.42,36.28
1608,561,696,2024-07-08,9.0,102.75,38.89
1609,1168,285,2024-04-17,8.0,374.14,0.0
1610,727,1187,2025-11-21,1.0,357.7,0.0
1611,471,1137,2024-03-10,10.0,404.24,0.0
1612,1186,433,2024-03-04,7.0,84.27,0.0
1613,223,48,2025-03-14,8.0,-20.0,0.0
1614,1080,303,2024-04-01,3.0,40.19,0.0
1615,743,488,2025-05-30,,278.02,0.0
1616,472,242,2024-09-30,6.0,207.19,0.0
1617,535,65,2025-05-29,0.0,170.24,0.0
1618,1106,112,2023-99-99,5.0,497.06,0.0
1619,890,1163,2024-12-12,-3.0,283.81,0.0
1620,1094,213,2024-06-26,5.0,180.5,7.86
1621,1107,1039,2024-10-16,7.0,406.8,19.94
1622,567,1172,2025-03-27,8.0,480.45,23.6
1623,114,543,2025-07-11,1.0,370.0,5.95
1624,837,1147,2024-10-09,7.0,146.9,0.0
1625,372,845,2024-07-11,9.0,320.25,0.0
1626,398,509,2024-11-14,2.0,238.74,0.0
1627,568,1092,2024-12-09,4.0,113.22,0.0
1628,796,331,2025-01-03,1.0,255.79,0.0
1629,425,180,2025-12-30,2.0,126.22,16.31
1630,117,182,2025-06-30,7.0,249.53,31.05
1631,199,937,2025-11-14,3.0,102.29,0.81
1632,219,507,2024-02-14,7.0,38.93,0.0
1633,1013,499,2025-07-25,-3.0,193.13,0.0
1634,502,995,2024-11-21,6.0,206.29,49.78
1635,1015,276,2025-03-31,3.0,429.66,27.4
1636,860,510,2024-06-20,,35.7,32.19
1637,1130,1184,2024-11-11,5.0,345.1,0.0
1638,618,870,2025-12-31,1.0,438.53,0.0
1639,305,1041,2023-99-99,5.0,-20.0,0.0
1640,644,188,2024-09-07,6.0,257.55,0.0
1641,666,410,2025-10-16,3.0,6.36,0.0
1642,180,585,2024-07-12,10.0,339.28,2.87
1643,650,974,2024-12-16,5.0,248.78,0.0
1644,241,528,2025-05-01,8.0,405.09,15.85
1645,949,24,2024-04-04,9.0,105.9,0.0
1646,182,465,2025-08-02,0.0,162.92,0.0
1647,104,1030,2025-08-22,10.0,384.65,0.0
1648,253,239,2025-12-31,6.0,273.33,0.0
1649,1037,761,2025-12-12,1.0,471.77,0.0
1650,511,756,2025-03-29,,13.96,0.0
1651,382,480,2025-05-23,1.0,35.19,0.0
1652,250,1179,2025-11-02,8.0,219.67,0.0
1653,649,860,2024-09-10,4.0,407.69,0.0
1654,70,370,2024-10-26,4.0,-20.0,0.0
1655,1035,790,2024-09-26,,0.0,0.0
1656,586,957,2025-08-31,-3.0,452.96,3.06
1657,581,1170,2025-10-20,4.0,304.91,0.0
1658,17,393,2024-08-06,1.0,342.7,0.0
1659,196,176,2025-06-20,4.0,282.23,25.25
1660,817,493,2025-10-03,3.0,200.81,0.0
1661,846,1076,2024-06-02,-3.0,167.36,0.0
1662,1021,436,2024-07-29,6.0,377.69,47.99
1663,321,601,2024-11-11,7.0,405.94,28.44
1664,244,255,2024-10-28,8.0,301.7,0.0
1665,1034,102,2023-99-99,8.0,195.48,43.27
1666,70,768,2024-10-02,0.0,412.97,25.47
1667,496,442,2024-04-18,5.0,468.17,0.0
1668,394,107,2025-12-27,-3.0,327.93,0.0
1669,1069,906,2025-01-21,10.0,408.96,0.0
1670,34,248,2025-12-08,6.0,442.27,0.0
62,1002,183,2024-12-27,1.0,313.49,0.0
1672,766,765,2024-02-10,3.0,317.14,0.0
1673,82,142,2024-08-29,3.0,338.23,0.0
1674,420,926,2025-07-13,9.0,0.0,0.0
1675,246,788,2025-03-24,5.0,224.46,0.0
1676,850,21,2026-01-15,-3.0,259.54,0.0
1677,454,880,2023-99-99,1.0,281.92,32.44
1678,321,237,2024-08-05,5.0,424.47,0.0
1679,948,145,2025-05-21,4.0,55.85,0.0
1680,734,1123,2024-08-11,6.0,327.92,0.0
1681,1119,507,2024-12-03,2.0,182.2,0.0
1682,787,450,2026-01-21,10.0,337.08,0.0
1683,709,156,2025-05-12,9.0,41.62,37.64
1684,95,302,2025-08-26,6.0,494.94,0.0
1685,597,255,2025-04-12,5.0,495.46,0.0
1686,185,484,2025-09-21,6.0,289.09,31.41
1687,470,436,2024-04-07,7.0,31.93,0.0
1688,666,428,2024-10-31,1.0,31.87,0.0
1689,536,629,2025-07-19,4.0,367.64,0.0
1690,727,645,2024-02-18,1.0,0.0,3.11
1691,81,149,2025-10-14,10.0,311.48,0.0
1692,60,497,2025-08-26,9.0,53.73,0.0
1693,796,1163,2024-04-16,4.0,107.29,37.79
1694,724,549,2025-12-14,2.0,256.41,0.0
1695,139,761,2023-99-99,7.0,403.98,0.0
48,1069,370,2024-11-10,,5.25,0.0
1697,571,475,2025-09-24,6.0,422.73,0.0
1698,598,900,2024-11-26,5.0,385.19,0.0
1699,1096,159,2024-11-26,2.0,411.8,0.0
1700,805,727,2025-12-13,4.0,222.41,0.0
1701,193,919,2024-10-29,7.0,139.15,0.0
1702,725,668,2023-99-99,,0.0,0.0
1703,225,1055,2025-12-03,7.0,125.96,0.0
1704,715,833,2025-10-26,9.0,239.18,0.0
1705,1053,1120,2025-11-20,8.0,27.09,0.0
1706,18,1089,2025-12-07,9.0,412.14,0.0
18,797,1055,2025-09-06,2.0,398.05,0.0
1708,45,919,2025-11-29,4.0,8.99,0.0
1709,601,828,2024-12-07,-3.0,337.94,0.0
1710,771,958,2025-06-19,2.0,254.87,24.46
1711,836,1083,2025-11-03,9.0,372.45,0.0
1712,36,533,2025-03-31,,80.63,0.0
1713,1020,2,2025-04-17,6.0,428.68,0.0
1714,315,196,2025-06-27,1.0,136.6,0.0
1715,897,701,2024-09-01,6.0,-20.0,0.0
1716,45,338,2024-09-24,8.0,112.34,0.0
1717,319,550,2024-03-10,5.0,45.51,45.41
1718,211,820,2025-05-17,6.0,332.85,0.0
1719,799,984,2025-12-25,5.0,95.97,0.0
1720,190,92,2024-07-25,10.0,122.86,0.0
1721,1065,260,2024-06-26,2.0,49.74,0.0
1722,455,876,2024-06-14,,28.4,0.0
1723,274,38,2024-07-05,8.0,220.63,0.0
1724,939,918,2024-05-07,7.0,293.36,0.0
1725,10,627,2024-11-29,7.0,387.45,0.0
1726,805,533,2025-10-08,6.0,116.04,0.0
1727,799,1154,2025-12-27,3.0,358.1,0.0
1728,228,20,2025-03-01,8.0,227.75,11.98
147,658,1180,2025-10-25,10.0,447.79,0.0
1730,1119,1126,2025-10-14,2.0,372.66,0.0
1731,456,856,2024-08-17,7.0,250.29,0.0
1732,370,174,2025-04-21,7.0,294.57,4.28
1733,847,1123,2024-06-29,3.0,-20.0,0.0
1734,27,380,2025-06-10,10.0,134.75,0.0
1735,211,1046,2025-08-07,4.0,315.66,0.0
1736,982,985,2024-09-05,1.0,6.21,3.66
1737,39,937,2025-05-07,4.0,401.87,0.0
1738,299,669,2025-07-10,5.0,426.37,0.0
1739,759,766,2024-04-11,1.0,81.68,40.18
1740,445,582,2025-10-18,8.0,443.5,0.0
1741,897,223,2025-09-26,9.0,230.25,18.7
1742,973,149,2025-01-08,0.0,345.24,0.0
1743,760,950,2025-01-22,3.0,-20.0,0.0
1744,1095,22,2023-99-99,3.0,278.67,11.27
1745,1020,458,2025-02-17,6.0,0.0,0.0
1746,1054,1125,2024-08-06,2.0,207.54,0.0
1747,1179,781,2023-99-99,0.0,,0.0
1748,852,56,2024-09-02,8.0,137.89,0.0
1749,291,491,2023-99-99,9.0,0.0,0.0
1750,86,868,2023-99-99,2.0,364.69,0.0
1751,855,1058,2024-07-16,1.0,53.75,0.0
1752,585,512,2024-07-10,1.0,111.85,0.0
1753,543,529,2024-02-21,9.0,356.4,30.81
1754,910,103,2025-07-08,10.0,257.13,0.0
1755,259,424,2024-06-14,10.0,232.19,0.0
1756,668,509,2024-10-09,8.0,228.19,0.0
1757,270,999,2024-04-22,8.0,477.14,28.61
1758,97,382,2025-05-04,8.0,403.08,0.0
1759,570,752,2025-12-06,6.0,30.95,0.0
1760,312,840,2024-06-01,2.0,476.87,0.0
1761,529,787,2025-11-15,5.0,449.16,0.0
1762,711,464,2025-09-19,7.0,174.69,0.0
1763,335,581,2024-09-19,8.0,28.51,0.0
1764,888,767,2025-05-16,9.0,,0.0
1765,137,1106,2025-01-23,,420.08,0.0
1766,360,717,2025-07-11,1.0,185.63,0.0
1767,305,354,2025-03-07,0.0,342.55,0.0
1768,570,1161,2024-06-06,8.0,135.62,0.0
1769,962,451,2025-10-27,4.0,31.43,0.0
1770,488,880,2025-08-03,1.0,221.81,0.0
1771,174,1032,2025-03-06,9.0,438.33,0.0
1772,496,1068,2025-08-28,7.0,268.35,0.0
1773,768,884,2025-09-07,6.0,421.24,0.0
1774,590,1001,2024-06-24,6.0,160.54,37.2
1775,556,698,2026-01-17,5.0,498.6,0.0
1776,605,54,2024-04-10,4.0,0.0,0.0
1777,433,786,2024-07-17,3.0,238.03,0.0
1778,999,846,2024-02-10,2.0,121.03,0.0
1779,214,725,2024-09-14,-3.0,257.91,0.0
1780,206,452,2025-04-30,9.0,327.36,0.0
1781,1121,702,2024-08-18,8.0,489.28,0.0
1782,608,954,2025-10-02,9.0,184.67,0.0
1783,969,1107,2025-02-14,3.0,92.15,0.0
1784,659,1140,2025-08-19,5.0,408.56,0.0
1785,91,297,2023-99-99,10.0,450.89,0.0
1786,388,620,2024-04-11,,441.43,0.0
1787,151,590,2024-05-18,3.0,330.09,0.0
1788,4,952,2025-03-03,8.0,67.98,7.76
144,378,239,2024-02-23,6.0,97.86,18.15
1790,898,39,2025-09-06,4.0,337.88,20.51
1791,119,1152,2024-08-27,3.0,355.9,0.0
1792,708,1008,2025-04-16,3.0,229.36,0.0
1793,321,851,2025-09-14,1.0,483.04,0.0
1794,1094,831,2024-06-07,4.0,266.13,0.0
1795,74,79,2024-02-22,2.0,389.41,0.0
69,825,1118,2024-06-05,4.0,260.66,0.0
1797,879,623,2024-07-28,7.0,97.47,39.26
1798,195,880,2024-11-25,6.0,192.85,0.0
1799,766,715,2025-04-04,,166.96,0.0
1800,304,771,2025-01-31,5.0,31.56,0.0
1801,602,789,2025-05-15,6.0,360.2,1.87
1802,73,721,2024-12-26,6.0,421.57,0.0
